59.75243, 0.0, 0.0, 0.005
59.761666, 1.0, 0.0, 0.005
59.768216, 1.0, 0.0, 0.005
59.774065, 1.0, 0.0, 0.005
59.782613, 1.0, 0.0, 0.005
9.81536, 1.0, 0.0, 0.005
59.822839, 1.0, 0.0, 0.005
59.831485, 1.0, 0.0, 0.005
59.839999, 1.0, 0.0, 0.005
59.845034, 1.0, 0.0, 0.005
59.851546, 1.0, 0.0, 0.005
59.859705, 1.0, 0.0, 0.005
59.865093, 1.0, 0.0, 0.005
59.876042, 1.0, 0.0, 0.005
59.882533, 1.0, 0.0, 0.005
59.891285, 1.0, 0.0, 0.005
59.898013, 1.0, 0.0, 0.005
59.909654, 1.0, 0.0, 0.005
59.918171, 1.0, 0.0, 0.005
59.92422, 1.0, 0.0, 0.005
59.93352, 1.0, 0.0, 0.005
59.941919, 1.0, 0.0, 0.005
59.946935, 1.0, 0.0, 0.005
59.953214, 1.0, 0.0, 0.005
59.96145, 1.0, 0.0, 0.005
59.973774, 1.0, 0.0, 0.005
59.977868, 1.0, 0.0, 0.005
59.986485, 1.0, 0.0, 0.005
59.992848, 1.0, 0.0, 0.005
59.999276, 1.0, 0.0, 0.005
60.006717, 1.0, 0.0, 0.005
60.013219, 1.0, 0.0, 0.005
60.026208, 1.0, 0.0, 0.005
60.033184, 1.0, 0.0, 0.005
60.041789, 1.0, 0.0, 0.005
60.053742, 1.0, 0.0, 0.005
60.057707, 1.0, 1119.15242856077, 0.005
60.066845, 1.0, 1119.15242856077, 0.005
60.073964, 1.0, 1119.15242856077, 0.005
60.078724, 1.0, 1119.15242856077, 0.005
60.088227, 1.0, 1119.15242856077, 0.005
60.095143, 1.0, 1119.15242856077, 0.005
60.104513, 1.0, 1319.4352816994326, 0.005
60.11264, 1.0, 1319.4352816994326, 0.005
60.131969, 1.0, 1319.4352816994326, 0.005
60.136718, 1.0, 1483.8262934019192, 0.005
60.145984, 1.0, 1483.8262934019192, 0.005
60.153708, 1.0, 1483.8262934019192, 0.005
60.162762, 1.0, 1483.8262934019192, 0.005
60.1681, 1.0, 1483.8262934019192, 0.005
60.17488, 1.0, 1623.991771775023, 0.005
60.179623, 1.0, 1623.991771775023, 0.005
60.191165, 1.0, 1623.991771775023, 0.005
60.196263, 1.0, 1623.991771775023, 0.005
60.200923, 1.0, 1623.991771775023, 0.005
60.205576, 1.0, 1623.991771775023, 0.005
60.217526, 1.0, 1758.9118198874294, 0.005
60.226343, 1.0, 1758.9118198874294, 0.005
60.239852, 1.0, 1872.7760784068919, 0.005
60.244766, 1.0, 1872.7760784068919, 0.005
60.256731, 1.0, 1872.7760784068919, 0.005
60.261624, 1.0, 1872.7760784068919, 0.005
60.266444, 1.0, 1872.7760784068919, 0.005
60.273674, 1.0, 1984.7833278200462, 0.005
60.278488, 1.0, 1984.7833278200462, 0.005
60.287571, 1.0, 1984.7833278200462, 0.005
60.295118, 1.0, 1984.7833278200462, 0.005
60.30275, 1.0, 2092.1961085152384, 0.005
60.308048, 1.0, 2092.1961085152384, 0.005
60.316811, 1.0, 2092.1961085152384, 0.005
60.321786, 1.0, 2092.1961085152384, 0.005
60.334842, 1.0, 2180.708003198372, 0.005
60.339696, 1.0, 2180.708003198372, 0.005
60.35196, 1.0, 2180.708003198372, 0.005
60.356743, 1.0, 2265.3477308766896, 0.005
60.368573, 1.0, 2265.3477308766896, 0.005
60.377848, 1.0, 2265.3477308766896, 0.005
60.382583, 1.0, 2357.749135491984, 0.005
60.394206, 1.0, 2357.749135491984, 0.005
60.399308, 1.0, 2357.749135491984, 0.005
60.403982, 1.0, 2431.709491772716, 0.005
60.408663, 1.0, 2431.709491772716, 0.005
60.418635, 1.0, 2431.709491772716, 0.005
60.426018, 1.0, 2431.709491772716, 0.005
60.436379, 1.0, 2510.460251046025, 0.005
60.441126, 1.0, 2510.460251046025, 0.005
60.446091, 1.0, 2510.460251046025, 0.005
60.460092, 1.0, 2579.9793601651186, 0.005
60.464981, 1.0, 2579.9793601651186, 0.005
60.476664, 1.0, 2654.1626116960097, 0.005
60.481478, 1.0, 2654.1626116960097, 0.005
60.493175, 1.0, 2654.1626116960097, 0.005
60.498302, 1.0, 2716.6530834012497, 0.005
60.503004, 1.0, 2716.6530834012497, 0.005
60.50818, 1.0, 2716.6530834012497, 0.005
60.519558, 1.0, 2780.3521779425396, 0.005
60.524121, 1.0, 2780.3521779425396, 0.005
60.532442, 1.0, 2780.3521779425396, 0.005
60.537171, 1.0, 2780.3521779425396, 0.005
60.542164, 1.0, 2832.3262839879153, 0.005
60.547028, 1.0, 2832.3262839879153, 0.005
60.563124, 1.0, 2902.7576197387516, 0.005
60.568362, 1.0, 2902.7576197387516, 0.005
60.577606, 1.0, 2902.7576197387516, 0.005
60.582586, 1.0, 2958.579881656805, 0.005
60.594113, 1.0, 2958.579881656805, 0.005
60.599119, 1.0, 3015.6815440289506, 0.005
60.604196, 1.0, 3015.6815440289506, 0.005
60.616166, 1.0, 3015.6815440289506, 0.005
60.621017, 1.0, 3075.9766225776684, 0.005
60.625699, 1.0, 3075.9766225776684, 0.005
60.633774, 1.0, 3075.9766225776684, 0.005
60.638676, 1.0, 3116.5593185123626, 0.005
60.643515, 1.0, 3116.5593185123626, 0.005
60.655267, 1.0, 3116.5593185123626, 0.005
60.660285, 1.0, 3160.2233224481197, 0.005
60.665011, 1.0, 3160.2233224481197, 0.005
60.672474, 1.0, 3160.2233224481197, 0.005
60.677289, 1.0, 3225.4596279969896, 0.005
60.681971, 1.0, 3225.4596279969896, 0.005
60.686652, 1.0, 3225.4596279969896, 0.005
60.702618, 1.0, 3269.7547683923704, 0.005
60.716919, 1.0, 3294.5310784098397, 0.005
60.721795, 1.0, 3294.5310784098397, 0.005
60.733815, 1.0, 3365.492483733453, 0.005
60.738708, 1.0, 3365.492483733453, 0.005
60.743616, 1.0, 3365.492483733453, 0.005
60.755291, 1.0, 3389.830508474576, 0.005
60.760032, 1.0, 3389.830508474576, 0.005
60.764625, 1.0, 3440.7615552242232, 0.005
60.771893, 1.0, 3440.7615552242232, 0.005
60.776615, 1.0, 3440.7615552242232, 0.005
60.785561, 1.0, 3492.433061699651, 0.005
60.792728, 1.0, 3492.433061699651, 0.005
60.802239, 1.0, 3517.8236397748587, 0.005
60.806998, 1.0, 3517.8236397748587, 0.005
60.818476, 1.0, 3572.27911407478, 0.005
60.83159, 1.0, 3600.1440057602304, 0.005
60.836354, 1.0, 3600.1440057602304, 0.005
60.84094, 1.0, 3600.1440057602304, 0.005
60.845596, 1.0, 3600.1440057602304, 0.005
